property_id,location,property_type,bedrooms,bathrooms,square_feet,year_built,parking,furnished_status,amenities,latitude,longitude,price
1488,Naivasha,Townhouse,4,2,1180,2021,0,Semi-Furnished,"Security, Gym",-0.719792,36.425456,6610340
1489,Thika,House,2,2,992,2020,1,Semi-Furnished,"Playground, Parking",-1.020431,37.111134,5805891
1490,Malindi,Townhouse,4,4,2022,2018,2,Semi-Furnished,"Security, Garden, Gym",-3.202447,40.06941,13708804
1491,Kisumu,House,1,5,3896,2018,3,Unfurnished,"Pool, Security",-0.091572,34.724534,24485843
1492,Nakuru,Townhouse,1,5,609,2023,1,Unfurnished,"Playground, Garden, Pool",-0.264779,36.064061,4580961
1493,Kisumu,Townhouse,1,1,1552,2023,3,Furnished,"Gym, Pool, Garden",-0.049409,34.722093,12084544
1494,Naivasha,Apartment,1,3,2619,2019,1,Semi-Furnished,Garden,-0.765931,36.409418,15772226
1495,Nakuru,House,5,2,3416,2023,3,Furnished,"Playground, Garden",-0.345913,36.04555,29828068
1496,Nakuru,Apartment,5,5,2864,2018,3,Furnished,"Security, Garden, Gym",-0.307615,36.063259,18662056
1497,Naivasha,Townhouse,3,3,536,2020,3,Unfurnished,"Gym, Playground",-0.696395,36.465974,3527818
1498,Malindi,Townhouse,2,5,2838,2018,1,Semi-Furnished,"Playground, Parking, Pool, Gym",-3.246106,40.106402,18862688
1499,Malindi,Townhouse,4,4,3632,2018,2,Unfurnished,"Security, Parking",-3.181904,40.079105,28991104
1500,Naivasha,House,1,4,1191,2020,0,Furnished,"Playground, Parking, Gym",-0.677356,36.384794,6441777
1501,Nairobi,Villa,1,1,1286,2020,1,Semi-Furnished,"Gym, Garden, Security, Pool",-1.311914,36.774821,10593760
1502,Kisumu,House,4,5,2703,2018,2,Unfurnished,"Playground, Security, Garden",-0.072035,34.808184,19018264
1503,Wajir,Bungalow,1,4,2585,2022,2,Furnished,Garden,1.718958,40.043921,10595617
1504,Thika,Villa,3,2,1096,2020,3,Furnished,"Playground, Gym, Garden",-1.04954,37.051684,6954254
1505,Thika,House,6,2,585,2020,0,Furnished,"Security, Gym, Playground",-1.075482,37.098806,4678269
1506,Thika,House,2,4,2870,2021,3,Unfurnished,"Playground, Garden",-1.051364,37.049077,17333039
1507,Kisumu,Villa,1,1,2965,2021,0,Unfurnished,"Parking, Pool, Garden, Playground",-0.065945,34.732641,27752776
1508,Mombasa,House,1,3,2807,2018,2,Semi-Furnished,"Gym, Garden",-4.09056,39.68019,23207224
1509,Nairobi,Apartment,4,2,2237,2018,0,Semi-Furnished,"Security, Parking, Pool, Playground",-1.264321,36.840613,25350603
1510,Nairobi,House,3,3,962,2021,1,Unfurnished,"Parking, Playground",-1.305344,36.840212,11337603
1511,Kisumu,Villa,6,3,432,2023,2,Unfurnished,Parking,-0.135826,34.742522,3626937
1512,Garissa,Villa,6,2,873,2024,3,Semi-Furnished,"Garden, Playground, Gym, Pool",-0.441122,39.667497,3697054
1513,Naivasha,Apartment,6,5,1922,2020,1,Unfurnished,"Gym, Garden, Pool",-0.758789,36.458309,12356970
1514,Nairobi,House,3,5,3373,2019,2,Unfurnished,"Gym, Playground",-1.2525,36.800627,42869958
1515,Malindi,Townhouse,2,1,2187,2020,2,Furnished,"Playground, Parking, Garden",-3.218919,40.123907,13984661
1516,Nairobi,Bungalow,1,2,889,2022,2,Unfurnished,"Garden, Parking, Security, Pool",-1.310271,36.860571,11403812
1517,Malindi,Townhouse,4,1,2718,2019,3,Furnished,"Playground, Pool, Gym, Security",-3.178379,40.089263,20869258
1518,Mombasa,Apartment,1,5,2763,2019,2,Unfurnished,"Security, Pool",-4.087754,39.647831,19642146
1519,Malindi,Villa,4,4,777,2021,1,Unfurnished,Pool,-3.246566,40.123294,4509553
1520,Naivasha,Villa,2,3,833,2021,2,Unfurnished,"Playground, Parking",-0.7092,36.424485,5537655
1521,Thika,Bungalow,5,3,2015,2018,2,Unfurnished,"Garden, Parking, Playground",-1.047565,37.08347,11408202
1522,Nakuru,Villa,4,5,1131,2018,2,Furnished,Security,-0.349025,36.05197,8424445
1523,Nairobi,Bungalow,4,1,3369,2021,1,Semi-Furnished,Pool,-1.279637,36.811433,42935646
1524,Kisumu,Bungalow,2,1,2114,2021,1,Unfurnished,"Parking, Gym, Security, Playground",-0.093436,34.784301,14319828
1525,Malindi,Villa,6,4,3144,2022,3,Unfurnished,"Security, Parking, Playground, Gym",-3.261927,40.079408,18797472
1526,Wajir,House,6,4,1058,2022,1,Semi-Furnished,"Parking, Pool, Gym",1.756375,40.082852,3808279
1527,Malindi,Townhouse,5,1,915,2021,1,Furnished,"Gym, Pool, Parking, Playground",-3.230395,40.116557,7141070
1528,Kisumu,Townhouse,6,1,2413,2019,3,Semi-Furnished,"Garden, Parking, Security",-0.133383,34.767652,20625969
1529,Kisumu,Apartment,4,1,1493,2019,0,Semi-Furnished,"Parking, Pool, Garden",-0.069715,34.789248,11828616
1530,Nakuru,House,4,4,2020,2020,3,Furnished,"Pool, Garden, Playground",-0.254208,36.07435,12212152
1531,Mombasa,Townhouse,3,1,3195,2018,3,Furnished,"Garden, Playground, Parking, Security",-4.070079,39.669203,34782357
1532,Wajir,Townhouse,1,4,683,2020,0,Furnished,Pool,1.707976,40.056085,3300947
1533,Nairobi,Townhouse,1,2,3403,2022,0,Semi-Furnished,Security,-1.306871,36.789501,30002841
1534,Naivasha,House,1,1,1454,2022,2,Semi-Furnished,"Parking, Playground, Pool",-0.734261,36.394913,9188954
1535,Nakuru,Apartment,4,3,3586,2018,0,Unfurnished,Parking,-0.27899,36.10296,25613883
1536,Kisumu,Apartment,2,3,476,2023,1,Furnished,Gym,-0.129645,34.808543,3874529
1537,Nakuru,House,5,2,2921,2018,0,Unfurnished,"Garden, Pool, Playground",-0.335048,36.09474,18673293
1538,Nairobi,Apartment,2,5,2624,2021,2,Semi-Furnished,"Parking, Gym, Playground",-1.266551,36.852127,27812876
1539,Garissa,Townhouse,3,3,2066,2022,3,Unfurnished,"Playground, Parking",-0.476616,39.707115,8348102
1540,Kisumu,Villa,6,1,3833,2023,3,Semi-Furnished,"Security, Garden, Parking, Pool",-0.132186,34.745132,23749786
1541,Garissa,Bungalow,2,1,3152,2019,1,Semi-Furnished,Parking,-0.482417,39.685734,16236115
1542,Mombasa,House,5,4,934,2021,0,Semi-Furnished,Gym,-4.048164,39.679476,10750276
1543,Nakuru,Bungalow,5,3,2069,2022,1,Semi-Furnished,Parking,-0.294942,36.056904,14291954
1544,Naivasha,Apartment,4,1,1201,2020,3,Unfurnished,"Security, Pool",-0.68384,36.383906,9302832
1545,Thika,Apartment,4,2,3916,2019,2,Furnished,"Gym, Pool, Security",-0.98833,37.096929,22973782
1546,Kisumu,Apartment,6,3,2427,2022,0,Furnished,"Gym, Security, Parking",-0.055269,34.76374,22282818
1547,Eldoret,Villa,1,1,3548,2023,3,Furnished,"Security, Playground, Pool, Garden",0.552849,35.314021,23683556
1548,Mombasa,Villa,5,1,2130,2021,2,Unfurnished,"Garden, Gym, Parking, Security",-4.084306,39.703578,17938736
1549,Thika,House,4,3,510,2023,2,Unfurnished,Playground,-1.069909,37.101256,3076888
1550,Garissa,Apartment,2,5,3115,2023,1,Furnished,"Parking, Garden, Playground",-0.503041,39.670887,13296083
1551,Wajir,Villa,2,5,2776,2024,0,Semi-Furnished,"Pool, Security",1.760971,40.114814,12790270
1552,Thika,Bungalow,5,4,2186,2020,3,Semi-Furnished,"Security, Gym, Parking, Playground",-1.017925,37.07606,14063255
1553,Eldoret,Apartment,6,4,3446,2018,1,Semi-Furnished,"Playground, Parking, Pool",0.549926,35.261659,28006038
1554,Nakuru,Villa,4,1,1080,2022,1,Unfurnished,"Pool, Parking",-0.350616,36.074542,6612052
1555,Wajir,Apartment,2,3,2067,2022,1,Furnished,"Pool, Gym, Garden",1.704663,40.037188,7923965
1556,Thika,Townhouse,2,2,601,2023,1,Unfurnished,"Parking, Pool, Playground, Garden",-1.040488,37.113367,4449851
1557,Nakuru,Bungalow,5,4,2870,2018,0,Furnished,"Playground, Gym, Parking, Pool",-0.301579,36.06592,21967600
1558,Garissa,House,4,1,1348,2024,1,Furnished,"Playground, Security",-0.413713,39.63937,5703975
1559,Malindi,Bungalow,6,1,868,2023,3,Furnished,Gym,-3.170406,40.076548,5849664
1560,Nairobi,Townhouse,2,2,876,2024,0,Unfurnished,"Garden, Parking",-1.288374,36.817196,10892806
1561,Kisumu,House,5,3,3392,2024,2,Semi-Furnished,"Playground, Parking, Garden",-0.089989,34.726845,26868051
1562,Eldoret,House,4,3,2630,2021,1,Semi-Furnished,"Pool, Parking, Playground",0.496395,35.277328,17905280
1563,Naivasha,Bungalow,3,3,3904,2023,2,Furnished,"Gym, Playground, Pool",-0.699961,36.420887,26302396
1564,Mombasa,Townhouse,3,3,2786,2022,2,Unfurnished,"Parking, Gym, Garden, Pool",-4.069561,39.656627,28605202
1565,Eldoret,House,5,1,555,2022,2,Semi-Furnished,"Parking, Pool",0.553475,35.233372,4189085
1566,Wajir,Villa,1,5,3088,2019,1,Semi-Furnished,"Playground, Parking, Gym, Pool",1.791372,40.018593,12293276
1567,Mombasa,House,1,1,764,2022,2,Unfurnished,"Playground, Garden, Pool",-4.027267,39.669937,8018248
1568,Eldoret,House,2,4,3604,2021,1,Unfurnished,"Playground, Parking, Garden",0.522009,35.272702,27687708
1569,Naivasha,Villa,5,1,2834,2022,1,Furnished,Garden,-0.721305,36.454725,13993807
1570,Naivasha,Bungalow,5,2,2017,2022,0,Semi-Furnished,"Gym, Pool, Playground",-0.682213,36.46901,14325022
1571,Malindi,Villa,4,5,3966,2020,3,Semi-Furnished,"Gym, Parking, Pool",-3.249706,40.114909,28895710
1572,Naivasha,Bungalow,3,3,949,2022,1,Semi-Furnished,"Gym, Playground",-0.736373,36.465599,6918278
1573,Garissa,Bungalow,2,4,2638,2024,1,Semi-Furnished,"Garden, Parking, Gym",-0.487404,39.702487,10731159
1574,Eldoret,Townhouse,1,2,1014,2018,2,Furnished,"Pool, Gym",0.48473,35.287645,5907178
1575,Nakuru,Apartment,6,2,656,2022,0,Furnished,"Garden, Playground",-0.282706,36.030822,4989492
1576,Nairobi,Townhouse,2,2,3617,2023,2,Unfurnished,"Garden, Playground, Pool",-1.270943,36.867263,38360796
1577,Nakuru,Bungalow,2,4,1758,2024,2,Unfurnished,Pool,-0.339321,36.111886,14533325
1578,Nakuru,Townhouse,2,3,2752,2024,2,Unfurnished,Gym,-0.262045,36.034261,15602393
1579,Naivasha,Villa,5,1,1392,2018,0,Semi-Furnished,Gym,-0.678255,36.474162,11071265
1580,Thika,Villa,3,5,658,2024,0,Furnished,"Security, Garden, Pool, Parking",-1.021539,37.06131,4966536
1581,Eldoret,Townhouse,4,1,3434,2024,3,Furnished,"Security, Gym, Parking, Playground",0.566707,35.300186,18971072
1582,Malindi,Apartment,5,4,3686,2019,1,Furnished,"Parking, Pool, Playground, Garden",-3.251258,40.107909,23600162
1583,Naivasha,Bungalow,3,3,937,2018,3,Unfurnished,"Pool, Garden, Gym, Playground",-0.698584,36.477998,6423341
1584,Eldoret,Villa,2,4,1763,2023,3,Unfurnished,"Security, Parking, Gym",0.48522,35.261513,10294938
1585,Naivasha,Villa,4,5,3106,2019,3,Semi-Furnished,Pool,-0.727669,36.462145,21314561
1586,Garissa,Villa,5,5,3200,2020,1,Unfurnished,"Gym, Security, Parking, Playground",-0.413049,39.634855,12289120
1587,Garissa,Villa,4,4,1114,2022,3,Furnished,"Pool, Gym, Security, Playground",-0.479201,39.634332,6452027
1588,Malindi,Villa,2,2,564,2019,2,Semi-Furnished,"Gym, Security",-3.175199,40.085627,3238268
1589,Naivasha,Bungalow,5,2,3821,2022,1,Furnished,"Parking, Playground",-0.7002,36.40614,26911516
1590,Naivasha,Apartment,6,3,3762,2024,3,Unfurnished,Pool,-0.715589,36.479649,27136207
1591,Nairobi,Villa,1,3,976,2020,3,Semi-Furnished,"Pool, Parking, Playground",-1.317421,36.850201,8399904
1592,Kisumu,Apartment,3,2,1239,2018,0,Furnished,"Parking, Pool, Playground, Security",-0.047282,34.735376,7974861
1593,Garissa,House,3,4,1689,2020,3,Furnished,Parking,-0.411438,39.693223,6315542
1594,Malindi,Apartment,4,3,2057,2024,1,Semi-Furnished,"Gym, Garden, Security",-3.167377,40.120325,15420214
1595,Naivasha,Townhouse,1,5,3174,2022,0,Furnished,Security,-0.739232,36.465751,19602960
1596,Thika,House,5,4,3041,2024,2,Furnished,"Playground, Gym, Garden",-1.010024,37.095124,18697648
1597,Naivasha,Townhouse,5,5,2440,2023,1,Furnished,"Pool, Gym",-0.736661,36.407269,13823864
1598,Naivasha,Apartment,2,3,2384,2021,2,Unfurnished,"Gym, Security",-0.686665,36.428534,14724162
1599,Kisumu,Apartment,6,1,2268,2024,0,Furnished,"Gym, Parking, Garden, Playground",-0.111539,34.76584,19253846
1600,Nakuru,Apartment,3,1,2369,2020,1,Semi-Furnished,"Security, Gym, Pool",-0.32989,36.087145,13655237
1601,Thika,Bungalow,1,5,3066,2021,1,Furnished,"Pool, Security, Gym, Playground",-1.043838,37.028639,14984203
1602,Wajir,Apartment,5,3,1165,2024,0,Semi-Furnished,Gym,1.780133,40.082743,4963814
1603,Thika,Townhouse,6,1,2060,2022,3,Furnished,"Gym, Playground, Security",-1.027742,37.020939,15127944
1604,Eldoret,Townhouse,1,2,2225,2019,3,Semi-Furnished,"Gym, Parking, Pool, Playground",0.537118,35.222328,12775825
1605,Malindi,Apartment,1,3,3731,2021,2,Semi-Furnished,"Pool, Garden",-3.167802,40.080194,26231924
1606,Nakuru,Villa,1,1,3763,2020,0,Furnished,Playground,-0.301676,36.104369,23818189
1607,Malindi,Townhouse,4,4,2006,2019,0,Furnished,"Playground, Gym, Parking",-3.210007,40.069634,15609492
1608,Naivasha,House,1,4,2869,2019,0,Semi-Furnished,"Pool, Garden, Security",-0.728555,36.421371,18511090
1609,Eldoret,Townhouse,4,1,3003,2021,3,Furnished,"Garden, Gym, Parking, Security",0.559926,35.265635,22300879
1610,Nakuru,Apartment,2,1,1329,2023,1,Semi-Furnished,"Security, Garden",-0.346328,36.072819,9678959
1611,Naivasha,Townhouse,2,5,3984,2019,2,Semi-Furnished,"Playground, Garden",-0.739403,36.446701,28968264
1612,Nakuru,Villa,5,4,3333,2023,3,Semi-Furnished,"Playground, Parking",-0.323337,36.083825,28253891
1613,Garissa,Bungalow,3,4,2266,2019,1,Furnished,Security,-0.465182,39.648604,12661256
1614,Wajir,House,4,2,3567,2020,0,Unfurnished,"Pool, Playground",1.706647,40.07849,11802985
1615,Garissa,Villa,4,4,2941,2018,0,Furnished,"Playground, Parking, Gym, Security",-0.413152,39.700098,16807839
1616,Thika,Villa,5,3,2190,2018,3,Semi-Furnished,Pool,-1.011338,37.066187,13086806
1617,Mombasa,Apartment,5,2,3064,2023,3,Furnished,"Garden, Security, Parking, Gym",-4.028456,39.630906,24221488
1618,Nairobi,Apartment,1,3,2480,2019,3,Unfurnished,Garden,-1.334239,36.797335,31169440
1619,Garissa,House,5,2,986,2022,1,Unfurnished,"Parking, Security, Gym, Garden",-0.480265,39.678267,4584603
1620,Nairobi,Villa,2,1,2665,2018,2,Furnished,Gym,-1.273507,36.851246,21912288
1621,Eldoret,Bungalow,5,2,3358,2023,2,Semi-Furnished,"Gym, Garden, Security",0.477291,35.224161,27139014
1622,Garissa,Bungalow,3,1,2424,2021,1,Furnished,"Garden, Pool",-0.495776,39.633298,11059408
1623,Thika,Villa,3,5,3487,2022,2,Semi-Furnished,"Garden, Gym",-1.026795,37.102956,22126876
1624,Mombasa,Bungalow,4,1,1574,2020,1,Furnished,Playground,-4.058543,39.630337,14611016
1625,Wajir,Apartment,2,4,468,2023,0,Furnished,"Gym, Garden",1.770999,40.053863,2417758
1626,Naivasha,Villa,2,2,1697,2022,3,Unfurnished,Security,-0.723596,36.466267,11459255
1627,Malindi,Townhouse,2,5,945,2022,1,Furnished,"Gym, Garden, Security",-3.224052,40.094517,7421690
1628,Wajir,Apartment,4,5,3015,2021,0,Semi-Furnished,Pool,1.716508,40.052196,11145460
1629,Kisumu,Villa,5,2,1853,2022,2,Furnished,"Playground, Pool, Security",-0.105375,34.738204,12051602
1630,Mombasa,Bungalow,2,4,1574,2023,1,Semi-Furnished,Gym,-4.034298,39.641647,14730538
1631,Mombasa,House,5,2,1610,2019,1,Semi-Furnished,"Security, Gym, Parking",-4.062231,39.621531,18257012
1632,Nakuru,Apartment,2,5,2253,2024,1,Semi-Furnished,Gym,-0.342107,36.098072,19012775
1633,Garissa,Bungalow,6,4,3654,2019,1,Unfurnished,"Pool, Gym",-0.457667,39.701058,17092694
1634,Mombasa,Apartment,1,5,3205,2021,2,Semi-Furnished,"Security, Playground",-4.072861,39.700654,23643289
1635,Thika,Bungalow,3,5,2102,2022,0,Unfurnished,"Pool, Garden",-1.062165,37.073978,12356441
1636,Nairobi,Townhouse,4,4,792,2023,0,Unfurnished,"Pool, Garden",-1.251594,36.802259,8876300
1637,Eldoret,Apartment,2,3,3566,2020,0,Unfurnished,"Pool, Garden",0.494016,35.23831,24391744
1638,Nakuru,Villa,2,5,2043,2024,0,Furnished,"Playground, Security, Pool, Garden",-0.311928,36.031524,17697477
1639,Kisumu,House,2,3,2219,2023,2,Unfurnished,"Garden, Parking, Pool, Security",-0.12107,34.792792,14768178
1640,Nakuru,Apartment,3,3,3602,2019,1,Unfurnished,Garden,-0.320556,36.030659,28724822
1641,Naivasha,Bungalow,4,4,1095,2018,2,Unfurnished,"Playground, Pool, Parking, Gym",-0.749429,36.471477,7045117
1642,Garissa,Townhouse,1,5,2288,2022,2,Unfurnished,Garden,-0.448218,39.698277,10143633
1643,Nairobi,Bungalow,2,5,1026,2018,2,Furnished,"Garden, Parking",-1.257148,36.86805,10418960
1644,Malindi,House,6,2,2291,2019,3,Unfurnished,"Garden, Gym, Parking, Pool",-3.224988,40.161796,16524741
1645,Wajir,Apartment,6,4,2655,2019,2,Semi-Furnished,"Security, Gym",1.771812,40.032466,11007069
1646,Kisumu,Apartment,4,4,3002,2020,1,Unfurnished,Playground,-0.12511,34.780727,24384779
1647,Wajir,Bungalow,1,5,1203,2018,2,Furnished,"Garden, Gym",1.720815,40.075132,5590732
1648,Mombasa,House,2,2,2881,2019,0,Furnished,"Parking, Gym, Pool, Garden",-4.002786,39.68932,20637237
1649,Mombasa,Villa,2,5,2916,2018,0,Semi-Furnished,Security,-4.037691,39.639318,23547245
1650,Nairobi,Apartment,5,4,459,2019,3,Semi-Furnished,"Garden, Pool, Gym, Security",-1.27435,36.850422,5703958
1651,Nairobi,Townhouse,5,5,3203,2024,0,Semi-Furnished,"Garden, Security, Playground",-1.258952,36.821196,33913696
1652,Mombasa,Apartment,1,4,3266,2020,2,Furnished,Playground,-4.065373,39.700148,33071576
1653,Nakuru,Apartment,5,4,3037,2018,0,Furnished,"Playground, Pool",-0.348231,36.088788,20761345
1654,Mombasa,House,6,1,786,2021,0,Semi-Furnished,Pool,-4.06494,39.701783,7361958
1655,Kisumu,Townhouse,5,4,3278,2018,3,Unfurnished,"Gym, Parking, Garden",-0.139994,34.811054,25690774
1656,Naivasha,Bungalow,4,2,3240,2023,0,Unfurnished,Gym,-0.736648,36.415496,18707944
1657,Mombasa,Villa,2,4,3566,2019,1,Semi-Furnished,"Parking, Playground, Pool",-4.091177,39.626923,26919324
1658,Kisumu,Apartment,6,3,3581,2019,2,Semi-Furnished,"Security, Playground",-0.127546,34.797954,30942529
1659,Kisumu,Bungalow,5,3,1444,2022,0,Semi-Furnished,"Security, Pool, Garden",-0.118783,34.772192,12837536
1660,Naivasha,Apartment,1,5,3805,2024,1,Unfurnished,Security,-0.687428,36.396335,27250387
1661,Naivasha,House,5,4,572,2018,1,Unfurnished,"Garden, Gym",-0.677323,36.432252,3424578
1662,Garissa,House,2,3,2920,2021,0,Unfurnished,"Pool, Parking, Playground, Garden",-0.473527,39.696381,16545867
1663,Kisumu,House,6,1,3898,2020,1,Furnished,Gym,-0.125883,34.736452,28866736
1664,Nairobi,Apartment,3,2,3255,2018,1,Semi-Furnished,Gym,-1.32657,36.829971,28834632
1665,Mombasa,Villa,4,2,479,2023,3,Furnished,"Parking, Playground, Garden, Security",-4.040128,39.64388,4137253
1666,Kisumu,Villa,2,1,409,2018,3,Semi-Furnished,"Pool, Parking, Playground",-0.043225,34.80935,2819890
1667,Malindi,Apartment,4,4,2509,2024,3,Furnished,"Security, Parking, Garden, Gym",-3.198845,40.06774,19997799
1668,Mombasa,Townhouse,6,4,2551,2019,2,Furnished,"Playground, Gym",-4.001777,39.651388,21099836
1669,Garissa,Townhouse,4,1,1688,2018,3,Semi-Furnished,"Gym, Parking, Garden",-0.498389,39.627982,7164660
1670,Thika,Bungalow,6,4,2350,2021,2,Furnished,"Parking, Gym, Playground, Pool",-1.074154,37.049914,12340365
1671,Thika,Villa,6,1,680,2024,0,Semi-Furnished,"Playground, Pool, Security, Garden",-1.056935,37.034323,4541280
1672,Naivasha,Bungalow,4,5,2929,2024,0,Unfurnished,"Garden, Playground",-0.687343,36.447726,20094888
1673,Kisumu,Villa,5,2,738,2018,1,Semi-Furnished,"Parking, Garden, Gym, Pool",-0.103627,34.806114,6951596
1674,Garissa,Apartment,2,2,411,2019,1,Unfurnished,Playground,-0.467805,39.631271,2354297
1675,Nakuru,Townhouse,3,1,1921,2021,2,Unfurnished,Parking,-0.276148,36.067756,17010394
1676,Thika,Townhouse,4,3,3769,2022,0,Unfurnished,"Garden, Playground, Gym",-1.068782,37.043962,20939165
1677,Wajir,House,3,3,2035,2023,1,Semi-Furnished,"Pool, Parking, Gym",1.788258,40.066609,9888513
1678,Nairobi,Apartment,3,2,3042,2018,2,Semi-Furnished,"Parking, Security, Playground, Gym",-1.271977,36.868798,38921232
1679,Malindi,Apartment,2,3,1128,2018,1,Unfurnished,"Security, Playground, Parking, Gym",-3.255933,40.080372,7185704
1680,Nairobi,House,5,3,1559,2021,1,Unfurnished,Gym,-1.296299,36.80799,17571673
1681,Nairobi,Bungalow,3,1,699,2020,0,Semi-Furnished,"Playground, Pool, Parking, Garden",-1.325269,36.845536,7748544
1682,Thika,Townhouse,3,4,2675,2023,2,Unfurnished,Pool,-1.067382,37.095479,14658330
1683,Nakuru,Townhouse,6,1,1986,2023,1,Semi-Furnished,"Garden, Pool",-0.337372,36.113497,13545939
1684,Malindi,Bungalow,3,5,1546,2019,1,Unfurnished,"Security, Parking",-3.237222,40.083641,10056806
1685,Kisumu,Villa,1,1,1451,2018,3,Unfurnished,Garden,-0.098242,34.784206,9262194
1686,Kisumu,Villa,5,1,1844,2023,0,Semi-Furnished,Pool,-0.091446,34.744522,14307872
1687,Eldoret,Villa,3,1,1930,2024,0,Semi-Furnished,"Gym, Parking, Garden",0.534859,35.252232,14510590
1688,Nakuru,House,4,5,1461,2022,2,Unfurnished,"Security, Gym, Pool, Playground",-0.307169,36.062936,9944566
1689,Garissa,Bungalow,1,3,2766,2022,1,Furnished,"Playground, Gym, Parking",-0.499137,39.655229,12733705
1690,Garissa,Bungalow,4,1,1766,2022,3,Unfurnished,"Pool, Security",-0.430161,39.671553,9047219
1691,Kisumu,Bungalow,5,5,3396,2021,0,Semi-Furnished,"Security, Playground, Parking, Gym",-0.042362,34.757002,23561556
1692,Malindi,House,4,1,3267,2021,3,Unfurnished,"Garden, Playground, Security",-3.203227,40.088683,23412748
1693,Nairobi,Townhouse,4,2,3062,2019,0,Semi-Furnished,"Playground, Garden, Pool",-1.328315,36.846559,28330339
1694,Thika,Villa,2,5,530,2023,1,Furnished,"Gym, Garden",-1.039573,37.095098,3005714
1695,Kisumu,Bungalow,3,3,1236,2020,1,Unfurnished,"Security, Gym, Pool",-0.091043,34.80298,11931254
1696,Naivasha,Apartment,3,2,3765,2021,2,Semi-Furnished,"Parking, Pool, Security, Gym",-0.739967,36.460313,28570632
1697,Mombasa,House,4,4,1063,2023,2,Unfurnished,"Playground, Pool, Security",-4.076331,39.687022,10183426
1698,Mombasa,Villa,3,1,723,2020,1,Semi-Furnished,Gym,-4.028723,39.655345,7423863
1699,Malindi,Bungalow,4,2,1627,2024,1,Unfurnished,Pool,-3.183863,40.10651,9197189
1700,Nakuru,Bungalow,3,2,2730,2021,3,Unfurnished,"Playground, Security",-0.268408,36.115803,21351030
1701,Kisumu,House,3,2,924,2023,3,Furnished,"Garden, Gym",-0.117536,34.81192,6452731
1702,Naivasha,Apartment,4,5,906,2021,0,Furnished,"Pool, Playground, Gym, Security",-0.736295,36.384678,7257196
1703,Malindi,Townhouse,1,2,2432,2024,2,Semi-Furnished,"Security, Playground, Pool",-3.230533,40.159291,18335136
1704,Nairobi,Bungalow,3,3,1576,2023,3,Semi-Furnished,"Playground, Security",-1.290842,36.812075,14990841
1705,Nakuru,Apartment,2,1,3138,2019,0,Unfurnished,"Parking, Garden, Security",-0.343353,36.12648,27590033
1706,Malindi,Villa,3,4,2739,2023,2,Unfurnished,"Gym, Playground, Garden",-3.233004,40.165049,14107299
1707,Eldoret,Apartment,3,4,2274,2022,2,Unfurnished,"Pool, Security",0.526859,35.276148,12979824
1708,Naivasha,Apartment,3,5,1026,2018,1,Semi-Furnished,"Parking, Gym, Pool",-0.725935,36.444238,5815827
1709,Eldoret,Apartment,5,5,3885,2024,0,Semi-Furnished,"Gym, Pool",0.528099,35.292766,21820880
1710,Malindi,House,1,2,485,2022,0,Furnished,"Playground, Parking, Security, Gym",-3.223688,40.067481,3428555
1711,Mombasa,Villa,4,5,2787,2024,1,Furnished,"Security, Garden, Gym",-4.064523,39.712955,28453942
1712,Thika,House,6,1,744,2022,1,Furnished,Parking,-1.012352,37.085725,4236597
1713,Kisumu,Bungalow,3,4,435,2022,3,Semi-Furnished,"Playground, Gym",-0.121913,34.769897,2996130
1714,Nakuru,Apartment,5,1,3824,2019,0,Furnished,"Pool, Garden, Security",-0.342159,36.12125,22116689
1715,Nakuru,Bungalow,6,2,3958,2018,1,Semi-Furnished,"Garden, Playground",-0.333685,36.031705,28494796
1716,Malindi,House,5,3,1672,2018,1,Semi-Furnished,"Gym, Parking",-3.196644,40.103951,13765648
1717,Nakuru,Villa,6,1,3152,2019,3,Furnished,"Pool, Parking, Playground",-0.296831,36.034803,20678555
1718,Malindi,Villa,6,4,3731,2022,3,Furnished,"Gym, Playground, Garden, Pool",-3.207857,40.099542,25806636
1719,Thika,Bungalow,1,2,3274,2018,1,Semi-Furnished,"Security, Garden",-1.050357,37.023651,17101882
1720,Thika,Townhouse,3,4,2883,2019,2,Unfurnished,"Pool, Security, Parking, Gym",-1.074892,37.071265,17053977
1721,Garissa,Villa,5,3,1899,2018,1,Unfurnished,Garden,-0.450415,39.616384,9923407
1722,Kisumu,Bungalow,6,5,3787,2023,2,Unfurnished,Garden,-0.08751,34.806402,27321072
1723,Naivasha,House,3,5,561,2024,0,Unfurnished,"Garden, Parking, Playground, Security",-0.683116,36.394199,3808409
1724,Nairobi,House,4,3,3027,2020,3,Furnished,"Garden, Parking, Pool",-1.248762,36.862766,25841329
1725,Kisumu,Villa,2,4,1814,2022,3,Semi-Furnished,"Security, Gym, Playground, Pool",-0.07707,34.750507,13389231
1726,Mombasa,Townhouse,2,2,2330,2024,3,Unfurnished,"Garden, Playground, Pool",-3.998767,39.622978,21432358
1727,Nairobi,Villa,2,2,3640,2018,3,Semi-Furnished,"Garden, Gym, Playground",-1.285595,36.83406,30869184
1728,Nairobi,Bungalow,3,3,3682,2024,1,Furnished,"Security, Pool, Playground",-1.315726,36.86892,41856524
1729,Garissa,Bungalow,4,2,2978,2021,0,Unfurnished,"Garden, Parking, Playground",-0.496687,39.644867,13664309
